folioviv,foliohog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor_hog,ing_cor,gasto_mon,,
11001,0,10010001,081-6,1,3,11,50,1537,31548.9,36825.18,48490659.3," 1,199,245,100,452.60 "
11002,0,10010001,081-6,1,3,11,50,1537,34186.15,25176.15,52544112.55," 31,559,379.00 "
11003,0,10010001,081-6,1,3,11,50,1537,148123.88,98327.65,227666403.6,
11004,0,10010001,081-6,1,3,11,50,1537,45438.94,26118.72,69839650.78,
11005,0,10010001,081-6,1,3,11,50,1537,55309.45,51310.32,85010624.65,
11006,0,10010001,232-9,1,3,11,140,1215,7405.42,9381.13,8997585.3,
11007,0,10010001,232-9,1,3,11,140,1215,9164.08,12421.55,11134357.2,
11008,0,10010001,232-9,1,3,11,140,1215,23326.61,19677.38,28341831.15,
11009,0,10010001,232-9,1,3,11,140,1215,29059.21,47420.21,35306940.15,
11010,0,10010001,232-9,1,3,11,140,1215,45155.07,27634.53,54863410.05,
11011,0,10010001,221-0,1,2,11,230,1726,83810.13,67180.33,144656284.4,
11013,0,10010001,221-0,1,2,11,230,1726,26856.41,21765.25,46354163.66,
11014,0,10010001,221-0,1,2,11,230,1726,62661.43,38488.77,108153628.2,
11015,0,10010001,221-0,1,2,11,230,1726,61372.87,28201.89,105929573.6,
11016,0,10020025,001-4,4,2,14,320,775,14040.36,11428.08,10881279,
11017,0,10020025,001-4,4,2,14,320,775,13322.78,10249.17,10325154.5,
11018,0,10020025,001-4,4,2,14,320,775,16873.04,3424.27,13076606,
11019,0,10020025,001-4,4,2,14,320,775,31572.65,37661.73,24468803.75,
11020,0,10020025,001-4,4,2,14,320,775,5401.12,3471.94,4185868,
11021,0,10020025,001-4,4,2,14,320,775,5310.21,1577.8,4115412.75,
11022,0,10020025,001-4,4,2,14,320,775,22262.99,20480.84,17253817.25,
11023,0,10020025,001-4,4,2,14,320,775,26128.54,22358.55,20249618.5,
11024,0,10020025,001-4,4,2,14,320,775,1451.61,22207.69,1124997.75,
11025,0,10020025,001-4,4,2,14,320,775,7908.12,7182.84,6128793,
11026,0,10030001,015-3,2,2,12,300,838,38282.32,21129.14,32080584.16,
11027,0,10030001,022-3,2,2,12,300,838,4768.89,7118.63,3996329.82,
11028,0,10030001,015-3,2,2,12,300,838,41121.64,19178.91,34459934.32,
11029,0,10030001,015-3,2,2,12,300,838,22304.33,16885.25,18691028.54,
11030,0,10030001,015-3,2,2,12,300,838,46613.99,13556,39062523.62,
11031,0,10100107,006-9,4,2,14,360,683,18596.16,7570.43,12701177.28,
11032,0,10100107,006-9,4,2,14,360,683,8381.47,5229.55,5724544.01,
11033,0,10100107,006-9,4,2,14,360,683,7867.87,8878.76,5373755.21,
11034,0,10100107,006-9,4,2,14,360,683,46557.23,33909.92,31798588.09,
11035,0,10100107,006-9,4,2,14,360,683,4549.19,7689.82,3107096.77,
11036,0,10100107,006-9,4,2,14,360,683,36963.42,35017.16,25246015.86,
11037,0,10100107,006-9,4,2,14,360,683,22399.94,14021.27,15299159.02,
11038,0,10100107,006-9,4,2,14,360,683,47294.24,27972.79,32301965.92,
11039,0,10100107,006-9,4,2,14,360,683,13572.57,11801.7,9270065.31,
12002,0,10010001,268-7,1,3,11,90,1667,18396.61,24017.96,30667148.87,
12004,0,10010001,268-7,1,3,11,90,1667,19482.55,24796.3,32477410.85,
12005,0,10010001,268-7,1,3,11,90,1667,40940.49,19801.98,68247796.83,
12006,0,10010001,285-0,1,2,11,180,1578,37485.93,25810.31,59152797.54,
12007,0,10010001,285-0,1,2,11,180,1578,38199.64,26664.58,60279031.92,
12008,0,10010001,285-0,1,2,11,180,1578,33102.38,19257.3,52235555.64,
12009,0,10010001,285-0,1,2,11,180,1578,41137.68,42292.54,64915259.04,
12010,0,10010001,285-0,1,2,11,180,1578,22071.15,15855.84,34828274.7,
12011,0,10010001,204-7,1,2,11,270,1592,11995.15,7195.51,19096278.8,
12012,0,10010001,204-7,1,2,11,270,1592,51913.44,39863.84,82646196.48,
12013,0,10010001,204-7,1,2,11,270,1592,38505.59,15690.43,61300899.28,
12014,0,10010001,204-7,1,2,11,270,1592,22522,26702.44,35855024,
12016,0,10030079,008-3,4,2,14,340,511,18912.08,13415.37,9664072.88,
12017,0,10030079,008-3,4,2,14,340,511,39807.11,27223.22,20341433.21,
12019,0,10030079,008-3,4,2,14,340,511,26901.99,25028.72,13746916.89,
12020,0,10030079,008-3,4,2,14,340,511,6122.37,1966.15,3128531.07,
12021,0,10030079,008-3,4,2,14,340,511,21756.82,43519.09,11117735.02,
12022,0,10030079,008-3,4,2,14,340,511,6678.98,5787.84,3412958.78,
12023,0,10030079,008-3,4,2,14,340,511,12638.32,10746.19,6458181.52,
12024,0,10030079,008-3,4,2,14,340,511,13964.59,7687.28,7135905.49,
12025,0,10030079,008-3,4,2,14,340,511,30804.36,12417.04,15741027.96,
12026,0,10050041,039-3,3,2,13,310,825,45832.23,33824.59,37811589.75,
12027,0,10050041,039-3,3,2,13,310,825,12554.41,29538.67,10357388.25,
12028,0,10050041,039-3,3,2,13,310,825,31557.87,37430.58,26035242.75,
12029,0,10050041,039-3,3,2,13,310,825,13198.93,8518.25,10889117.25,
12030,0,10050041,039-3,3,2,13,310,825,10162.83,25921.35,8384334.75,
13001,0,10010001,259-8,1,3,11,60,1761,21860.62,40628.49,38496551.82,
13002,0,10010001,259-8,1,3,11,60,1761,16011.86,8697.24,28196885.46,
13003,0,10010001,259-8,1,3,11,60,1761,30792.99,21847.06,54226455.39,
13004,0,10010001,259-8,1,3,11,60,1761,26753.31,18446.13,47112578.91,
13005,0,10010001,259-8,1,3,11,60,1761,46069.74,75630.88,81128812.14,
13006,0,10010001,091-A,1,3,11,150,1322,14589.54,4054.07,19287371.88,
13007,0,10010001,091-A,1,3,11,150,1322,71045.51,26434.31,93922164.22,
13008,0,10010001,091-A,1,3,11,150,1322,29530.84,19749.2,39039770.48,
13009,0,10010001,091-A,1,3,11,150,1322,97013.48,103149.68,128251820.6,
13010,0,10010001,091-A,1,3,11,150,1322,24866.75,40913.23,32873843.5,
13011,0,10010001,270-4,1,3,11,240,2565,33809.94,58619.41,86722496.1,
13013,0,10010001,270-4,1,3,11,240,2565,23499.37,20500.1,60275884.05,
13014,0,10010001,270-4,1,3,11,240,2565,33849.38,25636.67,86823659.7,
13015,0,10010001,270-4,1,3,11,240,2565,4544.6,728.27,11656899,
13016,0,10020025,001-4,4,2,14,320,775,16360.26,26488.74,12679201.5,
13017,0,10020025,001-4,4,2,14,320,775,9688.88,22881.26,7508882,
13018,0,10020025,001-4,4,2,14,320,775,13485.92,12662.96,10451588,
13019,0,10020025,001-4,4,2,14,320,775,14796.42,11340.31,11467225.5,
13020,0,10020025,001-4,4,2,14,320,775,8009.11,3411.28,6207060.25,
13021,0,10020025,001-4,4,2,14,320,775,79549.95,53963.88,61651211.25,
13022,0,10020025,001-4,4,2,14,320,775,18075.27,17149.87,14008334.25,
13023,0,10020025,001-4,4,2,14,320,775,15019.92,24578.9,11640438,
13024,0,10020025,001-4,4,2,14,320,775,22543.11,24951.83,17470910.25,
13025,0,10020025,001-4,4,2,14,320,775,43262.7,34779.85,33528592.5,
13026,0,10050041,039-3,3,2,13,310,825,8015.6,12463.63,6612870,
13027,0,10050041,039-3,3,2,13,310,825,29469.31,22379.68,24312180.75,
13028,0,10050041,039-3,3,2,13,310,825,7898.33,4159.66,6516122.25,
13029,0,10050041,039-3,3,2,13,310,825,41714.58,28699.4,34414528.5,
13030,0,10050041,039-3,3,2,13,310,825,47018.43,36278.11,38790204.75,
14001,0,10010001,316-8,1,2,11,10,1938,20653.55,4254.91,40026579.9,
14002,0,10010001,316-8,1,2,11,10,1938,18219.86,7704.97,35310088.68,
14004,0,10010001,316-8,1,2,11,10,1938,56300.91,37161.83,109111163.6,
14006,0,10010001,390-A,1,4,11,100,1723,26123.1,9375.28,45010101.3,
14007,0,10010001,390-A,1,4,11,100,1723,44955,9621.51,77457465,
14008,0,10010001,391-4,1,4,11,100,1723,127721.31,26876.71,220063817.1,
14009,0,10010001,391-4,1,4,11,100,1723,113044.46,37231.62,194775604.6,
14010,0,10010001,390-A,1,4,11,100,1723,84097.63,90247.18,144900216.5,
14011,0,10010001,227-8,1,2,11,190,5189,113861.58,32316.72,590827738.6,
14012,0,10010001,227-8,1,2,11,190,5189,15451.21,6850.57,80176328.69,
14016,0,10010001,038-A,1,2,11,280,1297,42575.74,22401.27,55220734.78,
14017,0,10010001,038-A,1,2,11,280,1297,51063.92,18441.85,66229904.24,
14018,0,10010001,038-A,1,2,11,280,1297,42850.78,19138.99,55577461.66,
14020,0,10010001,038-A,1,2,11,280,1297,22224.91,15731.12,28825708.27,
14021,0,10030079,008-3,4,2,14,340,511,29039.16,18170.49,14839010.76,
14022,0,10030079,008-3,4,2,14,340,511,29626.87,20485.64,15139330.57,
14023,0,10030079,008-3,4,2,14,340,511,7394.91,127.5,3778799.01,
14024,0,10030079,008-3,4,2,14,340,511,16533.42,11817.12,8448577.62,
14025,0,10030079,008-3,4,2,14,340,511,12872.93,10542.41,6578067.23,
14026,0,10030079,008-3,4,2,14,340,511,21269.49,21225.18,10868709.39,
14027,0,10030079,008-3,4,2,14,340,511,13842.28,13920.9,7073405.08,
14028,0,10030079,008-3,4,2,14,340,511,3598.57,5565.05,1838869.27,
14029,0,10030079,008-3,4,2,14,340,511,24791.75,20492.88,12668584.25,
14030,0,10030079,008-3,4,2,14,340,511,6622.04,5986.42,3383862.44,
14031,0,10030079,008-3,4,2,14,340,511,16307.62,14367.76,8333193.82,
14032,0,10070030,016-7,3,2,13,290,1033,21688.29,7663.16,22404003.57,
14033,0,10070030,016-7,3,2,13,290,1033,6294.3,1097.82,6502011.9,
14035,0,10070030,016-7,3,2,13,290,1033,63358.95,17339.91,65449795.35,
15001,0,10010001,238-6,1,4,11,120,3580,29823.89,3042.85,106769526.2,
15003,0,10010001,238-6,1,4,11,120,3580,91536.34,54881.65,327700097.2,
15006,0,10010001,205-1,1,3,11,210,1207,17040.97,16365.91,20568450.79,
15007,0,10010001,205-1,1,3,11,210,1207,33155.87,28613.86,40019135.09,
15008,0,10010001,205-1,1,3,11,210,1207,140837.64,52074.96,169991031.5,
15009,0,10010001,205-1,1,3,11,210,1207,26488.5,11992.14,31971619.5,
15011,0,10020087,005-2,4,2,14,350,690,12478.72,4936.67,8610316.8,
15012,0,10020087,005-2,4,2,14,350,690,20460.38,8477.54,14117662.2,
15013,0,10020087,005-2,4,2,14,350,690,12312.61,15232.34,8495700.9,
15014,0,10020087,005-2,4,2,14,350,690,18561.22,9608.46,12807241.8,
15015,0,10020087,005-2,4,2,14,350,690,29167.39,9253.67,20125499.1,
15016,0,10020087,005-2,4,2,14,350,690,13307.48,3233.87,9182161.2,
15017,0,10020087,005-2,4,2,14,350,690,22074.68,10926.81,15231529.2,
15018,0,10020087,005-2,4,2,14,350,690,35589.67,8067.41,24556872.3,
15019,0,10020087,005-2,4,2,14,350,690,27018.93,11377.27,18643061.7,
15020,0,10020087,005-2,4,2,14,350,690,26320.58,13842.84,18161200.2,
15021,0,10020087,005-2,4,2,14,350,690,20516.93,12034.62,14156681.7,
15023,0,10030001,015-3,2,2,12,300,838,27226.19,30106.06,22815547.22,
15024,0,10030001,015-3,2,2,12,300,838,25204.86,11364.11,21121672.68,
15025,0,10030001,022-3,2,2,12,300,838,27899.99,6664.38,23380191.62,
15026,0,10030001,022-3,2,2,12,300,838,14975.39,9050.54,12549376.82,
15027,0,10050001,037-4,2,3,12,30,1146,70714.21,47103.09,81038484.66,
15028,0,10050001,037-4,2,3,12,30,1146,62166.35,26957.43,71242637.1,
15029,0,10050001,037-4,2,3,12,30,1146,119669.73,37787.62,137141510.6,
15030,0,10050001,037-4,2,3,12,30,1146,37341.13,10659.84,42792934.98,
15032,0,10070030,014-8,3,2,13,290,1033,24236.06,27461.25,25035849.98,
15033,0,10070030,014-8,3,2,13,290,1033,17312.97,5805,17884298.01,
15034,0,10070030,014-8,3,2,13,290,1033,18701.26,9947.45,19318401.58,
15035,0,10070030,014-8,3,2,13,290,1033,33780.22,23644.56,34894967.26,
15036,0,10070030,016-7,3,2,13,290,1033,25141.63,16997.33,25971303.79,
16002,0,10010001,257-9,1,2,11,20,1428,26272.11,24161.87,37516573.08,
16003,0,10010001,257-9,1,2,11,20,1428,9434.49,7647.28,13472451.72,
16004,0,10010001,257-9,1,2,11,20,1428,44252.41,23457.26,63192441.48,
16005,0,10010001,257-9,1,2,11,20,1428,34805.77,20482.02,49702639.56,
16006,0,10010001,201-3,1,4,11,110,1740,71016.39,20697.99,123568518.6,
16007,0,10010001,201-3,1,4,11,110,1740,106991.75,43262.62,186165645,
16008,0,10010001,201-3,1,4,11,110,1740,42122.87,25256.09,73293793.8,
16009,0,10010001,201-3,1,4,11,110,1740,108595.05,48251.46,188955387,
16010,0,10010001,201-3,1,4,11,110,1740,114442.61,86133.2,199130141.4,
16011,0,10010001,048-3,1,2,11,200,1347,57531.13,64606.97,77494432.11,
16012,0,10010001,048-3,1,2,11,200,1347,26772.68,6296.65,36062799.96,
16013,0,10010001,048-3,1,2,11,200,1347,12515.65,7269.4,16858580.55,
16014,0,10010001,048-3,1,2,11,200,1347,41003.68,6925.58,55231956.96,
16015,0,10010001,048-3,1,2,11,200,1347,119135.06,133178.88,160474925.8,
16017,0,10020019,005-2,4,2,14,350,690,26153.85,12135.89,18046156.5,
16018,0,10020019,005-2,4,2,14,350,690,15777.58,11004.76,10886530.2,
16019,0,10020019,005-2,4,2,14,350,690,11526.77,15849.67,7953471.3,
16020,0,10020019,005-2,4,2,14,350,690,21298.57,14527.11,14696013.3,
16021,0,10020019,005-2,4,2,14,350,690,3534.68,2833.73,2438929.2,
16022,0,10020019,005-2,4,2,14,350,690,16939.08,10375.26,11687965.2,
16023,0,10020019,005-2,4,2,14,350,690,11021.31,9045.08,7604703.9,
16024,0,10020019,005-2,4,2,14,350,690,9924.58,9436.92,6847960.2,
16027,0,10030001,022-3,2,2,12,300,838,59726.6,33377.51,50050890.8,
16028,0,10030001,022-3,2,2,12,300,838,13339.9,3992.36,11178836.2,
16029,0,10030001,015-3,2,2,12,300,838,46457.46,45569.72,38931351.48,
16030,0,10070030,016-7,3,2,13,290,1033,37008.18,29694.67,38229449.94,
16031,0,10070030,014-8,3,2,13,290,1033,25290.93,14820.09,26125530.69,
16032,0,10070030,014-8,3,2,13,290,1033,43737.75,12527.27,45181095.75,
16033,0,10070030,014-8,3,2,13,290,1033,30009.38,24723.6,30999689.54,
16034,0,10070030,014-8,3,2,13,290,1033,50153.35,23192.3,51808410.55,
17001,0,10010001,283-1,1,2,11,70,2508,35738.49,10246.32,89632132.92,
17002,0,10010001,283-1,1,2,11,70,2508,18823.6,11694.76,47209588.8,
17003,0,10010001,283-1,1,2,11,70,2508,27728.65,17208.38,69543454.2,
17004,0,10010001,283-1,1,2,11,70,2508,46152.28,24650.95,115749918.2,
17005,0,10010001,283-1,1,2,11,70,2508,22027.61,18490.29,55245245.88,
17006,0,10010001,248-A,1,2,11,250,2324,27385.83,12369.67,63644668.92,
17007,0,10010001,248-A,1,2,11,250,2324,14429.34,16841.98,33533786.16,
17008,0,10010001,248-A,1,2,11,250,2324,38170.89,58770.84,88709148.36,
17009,0,10010001,248-A,1,2,11,250,2324,73608.28,22807.11,171065642.7,
17010,0,10010001,248-A,1,2,11,250,2324,46825.28,20798.87,108821950.7,
17011,0,10010106,176-3,4,2,14,330,752,12185.8,25534.14,9163721.6,
17012,0,10010106,176-3,4,2,14,330,752,29150.04,28415.93,21920830.08,
17013,0,10010106,176-3,4,2,14,330,752,23175.75,20063.39,17428164,
17014,0,10010106,176-3,4,2,14,330,752,32806.41,34496.94,24670420.32,
17015,0,10010106,176-3,4,2,14,330,752,20705.33,19412.31,15570408.16,
17017,0,10010106,176-3,4,2,14,330,752,32205.59,14529.09,24218603.68,
17018,0,10010106,176-3,4,2,14,330,752,29690.19,16544.89,22327022.88,
17019,0,10010106,176-3,4,2,14,330,752,32219.49,7840.95,24229056.48,
17020,0,10010106,176-3,4,2,14,330,752,32441.77,18000,24396211.04,
17022,0,10050001,025-1,2,2,12,160,2877,33002.43,15885.2,94947991.11,
17022,1,10050001,025-1,2,2,12,160,2877,16793.32,13774.98,48314381.64,
17023,0,10050001,025-1,2,2,12,160,2877,26048.83,7446.7,74942483.91,
17024,0,10050001,025-1,2,2,12,160,2877,18728.33,12116.3,53881405.41,
17025,0,10050001,025-1,2,2,12,160,2877,69866.8,183527.52,201006783.6,
17027,0,10050041,039-3,3,2,13,310,825,42735.73,24843.96,35256977.25,
17028,0,10050041,039-3,3,2,13,310,825,19745.07,9723.82,16289682.75,
17029,0,10050041,039-3,3,2,13,310,825,63466.52,33369.99,52359879,
17030,0,10050041,039-3,3,2,13,310,825,50424.26,32135.4,41600014.5,
18001,0,10010001,059-1,1,3,11,40,1142,42704.23,13688.51,48768230.66,
18002,0,10010001,059-1,1,3,11,40,1142,38822.72,34154.76,44335546.24,
18003,0,10010001,059-1,1,3,11,40,1142,124815.8,14555.57,142539643.6,
18005,0,10010001,059-1,1,3,11,40,1142,15042.32,8904.45,17178329.44,
18006,0,10010001,163-6,1,4,11,130,2576,42751.55,7244.69,110127992.8,
18007,0,10010001,163-6,1,4,11,130,2576,55749.79,16174,143611459,
18010,0,10010001,135-4,1,4,11,130,2576,208006.58,134432.52,535824950.1,
18011,0,10010001,091-A,1,4,11,220,1622,23707.6,19638.91,38453727.2,
18013,0,10010001,091-A,1,4,11,220,1622,27604.06,25087.62,44773785.32,
18014,0,10010001,091-A,1,4,11,220,1622,8483.73,3654.18,13760610.06,
18015,0,10010001,091-A,1,4,11,220,1622,139398.98,41084.23,226105145.6,
18016,0,10030001,022-3,2,2,12,300,838,13402.16,14933.51,11231010.08,
18018,0,10030001,015-3,2,2,12,300,838,49712.96,14349.69,41659460.48,
18020,0,10030001,015-3,2,2,12,300,838,12500.65,5720.59,10475544.7,
18021,0,10070030,016-7,3,2,13,290,1033,10173.92,6605.85,10509659.36,
18022,0,10070030,016-7,3,2,13,290,1033,10925.87,19214.22,11286423.71,
18023,0,10070030,014-8,3,2,13,290,1033,26873.76,18101.15,27760594.08,
18024,0,10070030,014-8,3,2,13,290,1033,29011.69,16778.88,29969075.77,
18026,0,10100107,006-9,4,2,14,360,683,20847.2,12974.06,14238637.6,
18027,0,10100107,006-9,4,2,14,360,683,6413.29,1705.14,4380277.07,
18028,0,10100107,006-9,4,2,14,360,683,33339.28,16155,22770728.24,
18029,0,10100107,006-9,4,2,14,360,683,19739.48,15578.52,13482064.84,
18030,0,10100107,006-9,4,2,14,360,683,28708.53,9452.05,19607925.99,
18031,0,10100107,006-9,4,2,14,360,683,7600.25,6396.02,5190970.75,
18032,0,10100107,006-9,4,2,14,360,683,33453.78,21045.85,22848931.74,
18033,0,10100107,006-9,4,2,14,360,683,42489.48,24899.93,29020314.84,
18035,0,10100107,006-9,4,2,14,360,683,13970.16,15069.61,9541619.28,
18036,0,10100107,006-9,4,2,14,360,683,11828.12,20169.75,8078605.96,
19001,0,10010001,276-1,1,3,11,80,1435,90507.98,55437.56,129878951.3,
19002,0,10010001,276-1,1,3,11,80,1435,41047.6,37980.4,58903306,
19003,0,10010001,276-1,1,3,11,80,1435,21284.25,7339.76,30542898.75,
19004,0,10010001,276-1,1,3,11,80,1435,92962.35,55452.31,133400972.3,
19005,0,10010001,276-1,1,3,11,80,1435,46842.86,37865.47,67219504.1,
19006,0,10010001,234-8,1,2,11,170,1652,8564.79,4418.94,14149033.08,
19007,0,10010001,234-8,1,2,11,170,1652,30274.92,15488.02,50014167.84,
19008,0,10010001,234-8,1,2,11,170,1652,5291.26,5486.86,8741161.52,
19009,0,10010001,234-8,1,2,11,170,1652,15424.24,6582.31,25480844.48,
19010,0,10010001,234-8,1,2,11,170,1652,29455.75,21840.47,48660899,
19011,0,10010001,150-9,1,3,11,260,1666,56087.77,12640.89,93442224.82,
19013,0,10010001,150-9,1,3,11,260,1666,51084.12,32277.08,85106143.92,
19014,0,10010001,150-9,1,3,11,260,1666,102559.59,53921.21,170864276.9,
19015,0,10010001,150-9,1,3,11,260,1666,62058.76,29832.27,103389894.2,
19016,0,10010106,176-3,4,2,14,330,752,22126.03,10840.52,16638774.56,
19017,0,10010106,176-3,4,2,14,330,752,29422.1,26051.95,22125419.2,
19018,0,10010106,176-3,4,2,14,330,752,12775.24,7355.73,9606980.48,
19019,0,10010106,176-3,4,2,14,330,752,15997.02,13309.01,12029759.04,
19020,0,10010106,176-3,4,2,14,330,752,45686.34,23990.72,34356127.68,
19021,0,10010106,176-3,4,2,14,330,752,17963.51,12436.06,13508559.52,
19022,0,10010106,176-3,4,2,14,330,752,40549.52,20626.71,30493239.04,
19023,0,10010106,176-3,4,2,14,330,752,63397.71,21864.62,47675077.92,
19024,0,10010106,176-3,4,2,14,330,752,25406.82,41966.3,19105928.64,
19025,0,10010106,176-3,4,2,14,330,752,11806.04,30732.96,8878142.08,
19026,0,10050041,039-3,3,2,13,310,825,19602.89,27349.2,16172384.25,
19027,0,10050041,039-3,3,2,13,310,825,6906.99,15772.31,5698266.75,
19028,0,10050041,039-3,3,2,13,310,825,31471.11,19024.41,25963665.75,
19029,0,10050041,039-3,3,2,13,310,825,94469.31,33188.23,77937180.75,
19030,0,10050041,039-3,3,2,13,310,825,54040.99,10106.87,44583816.75,
21001,0,20010001,783-7,1,3,21,660,3765,19369.56,13284.09,72926393.4,
21002,0,20010001,783-7,1,3,21,660,3765,31616.73,20358.93,119036988.5,
21003,0,20010001,783-7,1,3,21,660,3765,23209.22,20782.95,87382713.3,
21004,0,20010001,783-7,1,3,21,660,3765,12734.21,16958.19,47944300.65,
21005,0,20010001,783-7,1,3,21,660,3765,16777.15,17818.01,63165969.75,
21006,0,20020461,294-1,3,2,33,650,3030,16214.65,21585.5,49130389.5,
21007,0,20020461,294-1,3,2,33,650,3030,21979.3,20202.5,66597279,
21008,0,20020461,294-1,3,2,33,650,3030,19166.79,11746.19,58075373.7,
21009,0,20020461,294-1,3,2,33,650,3030,15024.97,15611.07,45525659.1,
21010,0,20020461,294-1,3,2,33,650,3030,21215.6,13754.23,64283268,
21011,0,20020001,436-5,1,3,21,750,3735,22241.21,18153.48,83070919.35,
21012,0,20020001,436-5,1,3,21,750,3735,14920.04,15459.45,55726349.4,
21013,0,20020001,436-5,1,3,21,750,3735,33411.59,11406.99,124792288.7,
21014,0,20020001,436-5,1,3,21,750,3735,52986.61,29218.23,197904988.4,
21015,0,20020001,436-5,1,3,21,750,3735,49834.49,26363.67,186131820.2,
21016,0,20040001,042-2,1,4,21,400,4535,118060.29,65342.09,535403415.2,
21018,0,20040001,042-2,1,4,21,400,4535,25388.66,5488.81,115137573.1,
21019,0,20040001,042-2,1,4,21,400,4535,78323.97,123541.35,355199204,
21020,0,20040001,042-2,1,4,21,400,4535,299537.15,427335.96,1358400975,
21021,0,20040001,255-6,1,2,21,490,4514,48099.69,30795.59,217122000.7,
21022,0,20040001,255-6,1,2,21,490,4514,34686,28974.01,156572604,
21023,0,20040001,255-6,1,2,21,490,4514,57992.86,62593.48,261779770,
21024,0,20040001,255-6,1,2,21,490,4514,27910.34,17238.35,125987274.8,
21025,0,20040001,255-6,1,2,21,490,4514,21008.32,36895.51,94831556.48,
21026,0,20040001,173-6,1,2,21,580,4891,98614.98,77413.16,482325867.2,
21027,0,20040001,173-6,1,2,21,580,4891,29752.9,12890.05,145521433.9,
21028,0,20040001,173-6,1,2,21,580,4891,16011.91,12938.19,78314251.81,
21030,0,20040001,173-6,1,2,21,580,4891,7923.91,9650.56,38755843.81,
22001,0,20010001,052-4,1,3,21,600,2963,95081.99,44023.23,281727936.4,
22002,0,20010001,052-4,1,3,21,600,2963,14086.95,14228.52,41739632.85,
22003,0,20010001,052-4,1,3,21,600,2963,52092.37,30119.98,154349692.3,
22004,0,20010001,052-4,1,3,21,600,2963,69089.66,40441.1,204712662.6,
22005,0,20010001,052-4,1,3,21,600,2963,32124.81,38905.91,95185812.03,
22006,0,20010139,755-5,2,3,22,670,3274,34696.68,29027.87,113596930.3,
22007,0,20010139,755-5,2,3,22,670,3274,71751.09,33146.38,234913068.7,
22008,0,20010139,755-5,2,3,22,670,3274,38408.42,29918.78,125749167.1,
22009,0,20010139,755-5,2,3,22,670,3274,26487.94,8809.93,86721515.56,
22010,0,20010139,755-5,2,3,22,670,3274,57535.44,46345.28,188371030.6,
22014,0,20020001,032-4,1,3,21,710,3446,93756.81,41315.3,323085967.3,
22015,0,20020001,032-4,1,3,21,710,3446,143988.94,86881.63,496185887.2,
22016,0,20040001,330-4,1,3,21,450,4652,93755.24,28847.09,436149376.5,
22017,0,20040001,330-4,1,3,21,450,4652,37994.38,17133.98,176749855.8,
22018,0,20040001,330-4,1,3,21,450,4652,48281.9,12250.86,224607398.8,
22019,0,20040001,330-4,1,3,21,450,4652,32124.81,24506.22,149444616.1,
22020,0,20040001,330-4,1,3,21,450,4652,54380.24,25215.77,252976876.5,
22021,0,20040001,301-8,1,3,21,540,3491,23348.86,13081.92,81510870.26,
22022,0,20040001,301-8,1,3,21,540,3491,133191.35,34780.76,464971002.9,
22023,0,20040001,301-8,1,3,21,540,3491,13133.13,9146.7,45847756.83,
22025,0,20040001,301-8,1,3,21,540,3491,108366.03,32930.74,378305810.7,
22026,0,20050025,006-3,4,2,24,800,2521,27604.29,19321.34,69590415.09,
22027,0,20050025,006-3,4,2,24,800,2521,18157.78,16167.25,45775763.38,
22028,0,20050025,006-3,4,2,24,800,2521,37783.08,15772.25,95251144.68,
22029,0,20050025,006-3,4,2,24,800,2521,28870.15,20089.92,72781648.15,
22030,0,20050025,006-3,4,2,24,800,2521,10386.91,14750.45,26185400.11,
22031,0,20050025,006-3,4,2,24,800,2521,26512.41,17658.59,66837785.61,
22032,0,20050025,006-3,4,2,24,800,2521,13452.65,11192.25,33914130.65,
22033,0,20050025,006-3,4,2,24,800,2521,11267.33,26601.51,28404938.93,
22034,0,20050025,006-3,4,2,24,800,2521,13451.06,18790.46,33910122.26,
22035,0,20050025,006-3,4,2,24,800,2521,17608.69,23718.31,44391507.49,
23002,0,20010139,603-A,2,2,22,640,2709,35456.94,31531.51,96052850.46,
23004,0,20010139,603-A,2,2,22,640,2709,5756.88,8076.31,15595387.92,
23005,0,20010139,603-A,2,2,22,640,2709,9869.61,13259.11,26736773.49,
23007,0,20020001,051-7,1,3,21,700,2481,87854.14,37503.35,217966121.3,
23008,0,20020001,051-7,1,3,21,700,2481,76779.26,24754.15,190489344.1,
23009,0,20020001,051-7,1,3,21,700,2481,52336.95,40936.07,129847973,
23010,0,20020001,051-7,1,3,21,700,2481,49697.2,53550.63,123298753.2,
23011,0,20020001,052-1,1,4,21,790,5715,54156.5,40193.93,309504397.5,
23012,0,20020001,052-1,1,4,21,790,5715,70318.32,42049.53,401869198.8,
23013,0,20020001,052-1,1,4,21,790,5715,42475.45,65878.02,242747196.8,
23014,0,20020001,052-1,1,4,21,790,5715,162189.72,105348.14,926914249.8,
23015,0,20020001,052-1,1,4,21,790,5715,60457.57,60682.32,345515012.6,
23016,0,20040001,108-3,1,3,21,440,3001,41152.08,30434,123497392.1,
23017,0,20040001,108-3,1,3,21,440,3001,58290.82,49484.88,174930750.8,
23018,0,20040001,108-3,1,3,21,440,3001,65592.37,66314.13,196842702.4,
23019,0,20040001,108-3,1,3,21,440,3001,22533.22,16423.6,67622193.22,
23020,0,20040001,108-3,1,3,21,440,3001,36527.35,29445.91,109618577.4,
23021,0,20040001,151-A,1,3,21,530,4837,26349.83,31599.79,127454127.7,
23022,0,20040001,151-A,1,3,21,530,4837,26546.67,17176.79,128406242.8,
