folioviv,foliohog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor_hog,ing_cor,gasto_mon,,
23023,0,20040001,151-A,1,3,21,530,4837,119358.02,24676.53,577334742.7,
23024,0,20040001,151-A,1,3,21,530,4837,28072.12,14576.71,135784844.4,
23025,0,20040001,151-A,1,3,21,530,4837,4212.03,7954.43,20373589.11,
23026,0,20050025,006-3,4,2,24,800,2521,18188.42,15468.63,45853006.82,
23027,0,20050025,006-3,4,2,24,800,2521,23855.35,25641.33,60139337.35,
23028,0,20050025,006-3,4,2,24,800,2521,29169.51,20623.72,73536334.71,
23029,0,20050025,006-3,4,2,24,800,2521,124371.66,52061.12,313540954.9,
23030,0,20050025,006-3,4,2,24,800,2521,41195.01,21049.78,103852620.2,
23031,0,20050025,006-3,4,2,24,800,2521,64358.72,28468.42,162248333.1,
23032,0,20050025,006-3,4,2,24,800,2521,62577.12,46125.59,157756919.5,
23033,0,20050025,006-3,4,2,24,800,2521,37950.98,23601.43,95674420.58,
23034,0,20050025,006-3,4,2,24,800,2521,41023.84,25637.02,103421100.6,
23035,0,20050025,006-3,4,2,24,800,2521,28322.22,27179.52,71400316.62,
24001,0,20010001,088-2,1,4,21,610,4487,38459,23312.92,172565533,
24002,0,20010001,088-2,1,4,21,610,4487,41975.4,22552.22,188343619.8,
24003,0,20010001,088-2,1,4,21,610,4487,50409.81,33151.56,226188817.5,
24004,0,20010001,088-2,1,4,21,610,4487,52868.84,30575.36,237222485.1,
24005,0,20010001,088-2,1,4,21,610,4487,116360.64,39935.55,522110191.7,
24006,0,20010139,755-5,2,3,22,670,3274,39565.56,35503.41,129537643.4,
24007,0,20010139,755-5,2,3,22,670,3274,46967.2,21714.45,153770612.8,
24008,0,20010139,755-5,2,3,22,670,3274,32877.04,15416.76,107639429,
24009,0,20010139,755-5,2,3,22,670,3274,23429.5,18228.61,76708183,
24010,0,20010139,755-5,2,3,22,670,3274,62793.4,25398.05,205585591.6,
24011,0,20010198,708-0,4,2,24,810,1880,23926.22,9863.46,44981293.6,
24012,0,20010198,708-0,4,2,24,810,1880,26262.26,19271.1,49373048.8,
24013,0,20010198,708-0,4,2,24,810,1880,19126.22,8886.58,35957293.6,
24014,0,20010198,708-0,4,2,24,810,1880,1200,24019.82,2256000,
24015,0,20010198,708-0,4,2,24,810,1880,26188.51,22614.55,49234398.8,
24016,0,20010198,708-0,4,2,24,810,1880,11532.78,9957.33,21681626.4,
24017,0,20010198,708-0,4,2,24,810,1880,18285.23,18403.3,34376232.4,
24018,0,20010198,708-0,4,2,24,810,1880,7844.25,9070.21,14747190,
24019,0,20010198,708-0,4,2,24,810,1880,26139.34,30339.64,49141959.2,
24020,0,20020001,315-5,1,2,21,720,3496,37793.57,13954.77,132126320.7,
24021,0,20020001,315-5,1,2,21,720,3496,37507.35,19909.67,131125695.6,
24022,0,20020001,315-5,1,2,21,720,3496,19750.8,14751.89,69048796.8,
24023,0,20020001,315-5,1,2,21,720,3496,20104.91,11259,70286765.36,
24024,0,20020001,315-5,1,2,21,720,3496,34185.22,10178.9,119511529.1,
24026,0,20040001,176-A,1,3,21,370,2937,9164.36,4288.21,26915725.32,
24027,0,20040001,176-A,1,3,21,370,2937,35729.47,20109.56,104937453.4,
24028,0,20040001,176-A,1,3,21,370,2937,21319.67,28287.28,62615870.79,
24029,0,20040001,176-A,1,3,21,370,2937,35483.59,18937.13,104215303.8,
24031,0,20040001,439-3,1,2,21,460,4387,42703.92,19602.91,187342097,
24032,0,20040001,439-3,1,2,21,460,4387,34899.02,20349,153102000.7,
24033,0,20040001,439-3,1,2,21,460,4387,51108.17,29682.29,224211541.8,
24034,0,20040001,439-3,1,2,21,460,4387,37381.3,11340.54,163991763.1,
24036,0,20040001,451-4,1,2,21,550,4245,54157.37,25363.07,229898035.7,
24037,0,20040001,451-4,1,2,21,550,4245,17493.44,15160.33,74259652.8,
24039,0,20040001,451-4,1,2,21,550,4245,21393.44,20359.83,90815152.8,
25001,0,20010139,603-A,2,2,22,640,2709,7692.77,12604.32,20839713.93,
25002,0,20010139,603-A,2,2,22,640,2709,12983.6,24736.05,35172572.4,
25003,0,20010139,603-A,2,2,22,640,2709,25613.34,4904.68,69386538.06,
25004,0,20010139,603-A,2,2,22,640,2709,50372.86,37240.21,136460077.7,
25005,0,20010139,603-A,2,2,22,640,2709,65148.36,86906.98,176486907.2,
25006,0,20020461,294-1,3,2,33,650,3030,7499.87,2027.13,22724606.1,
25007,0,20020461,294-1,3,2,33,650,3030,24519.19,23791.22,74293145.7,
25008,0,20020461,294-1,3,2,33,650,3030,18253.05,8247.23,55306741.5,
25009,0,20020461,294-1,3,2,33,650,3030,29090.15,26205.19,88143154.5,
25010,0,20020461,294-1,3,2,33,650,3030,48900.68,28754.23,148169060.4,
25011,0,20020001,621-5,1,3,21,760,3901,122360.64,39205.52,477328856.6,
25013,0,20020001,621-5,1,3,21,760,3901,55819.65,21401.92,217752454.7,
25014,0,20020001,621-5,1,3,21,760,3901,31991.79,20475.94,124799972.8,
25015,0,20020001,621-5,1,3,21,760,3901,30590.13,14526.25,119332097.1,
25017,0,20040001,584-7,1,4,21,410,3542,165885.22,118097.17,587565449.2,
25018,0,20040001,584-7,1,4,21,410,3542,56169.15,79857.9,198951129.3,
25019,0,20040001,584-7,1,4,21,410,3542,27057.57,30628.4,95837912.94,
25020,0,20040001,584-7,1,4,21,410,3542,44754.09,50989.68,158518986.8,
25021,0,20040001,046-0,1,3,21,500,5208,12925.62,11336.51,67316628.96,
25022,0,20040001,046-0,1,3,21,500,5208,18585.85,9942.48,96795106.8,
25023,0,20040001,046-0,1,3,21,500,5208,67967.2,15728.52,353973177.6,
25024,0,20040001,046-0,1,3,21,500,5208,34533.66,11322.87,179851301.3,
25025,0,20040001,046-0,1,3,21,500,5208,32823.84,15497.53,170946558.7,
25026,0,20040001,334-2,1,4,21,590,4195,111659.01,89595.81,468409547,
25027,0,20040001,334-2,1,4,21,590,4195,93122.93,58667,390650691.4,
25030,0,20040001,334-2,1,4,21,590,4195,69516.39,47697.18,291621256.1,
26001,0,20010001,800-2,1,3,21,620,4003,65163.93,45344.05,260851211.8,
26002,0,20010001,800-2,1,3,21,620,4003,16855.48,20837.28,67472486.44,
26003,0,20010001,800-2,1,3,21,620,4003,95591.79,48987.38,382653935.4,
26005,0,20010001,800-2,1,3,21,620,4003,148819.66,82874.8,595725099,
26006,0,20010139,755-5,2,3,22,670,3274,44323.73,22548.16,145115892,
26007,0,20010139,755-5,2,3,22,670,3274,16696.71,7822.53,54665028.54,
26008,0,20010139,755-5,2,3,22,670,3274,45280.3,17908.53,148247702.2,
26009,0,20010139,755-5,2,3,22,670,3274,30024.57,16525.81,98300442.18,
26010,0,20010139,755-5,2,3,22,670,3274,40770.48,13863.68,133482551.5,
26011,0,20010198,708-0,4,2,24,810,1880,21949.16,32357.4,41264420.8,
26012,0,20010198,708-0,4,2,24,810,1880,40622.94,35543.71,76371127.2,
26013,0,20010198,708-0,4,2,24,810,1880,13770.48,19047.14,25888502.4,
26014,0,20010198,708-0,4,2,24,810,1880,19524.58,16274.97,36706210.4,
26015,0,20010198,708-0,4,2,24,810,1880,19608.19,15244.44,36863397.2,
26016,0,20010198,708-0,4,2,24,810,1880,49426.22,26903.9,92921293.6,
26018,0,20010198,708-0,4,2,24,810,1880,30599.98,10008.2,57527962.4,
26019,0,20010198,708-0,4,2,24,810,1880,58254.07,26763.37,109517651.6,
26020,0,20010198,708-0,4,2,24,810,1880,14852.45,23188.21,27922606,
26021,0,20020001,574-9,1,3,21,730,3845,29714.73,44641.59,114253136.9,
26022,0,20020001,574-9,1,3,21,730,3845,71329.06,38992.16,274260235.7,
26023,0,20020001,574-9,1,3,21,730,3845,59821.71,67615.38,230014475,
26024,0,20020001,574-9,1,3,21,730,3845,11016.39,10529.97,42358019.55,
26025,0,20020001,574-9,1,3,21,730,3845,72147.5,39071.5,277407137.5,
26026,0,20040001,551-2,1,3,21,380,4154,42909.81,53959.27,178247350.7,
26027,0,20040001,551-2,1,3,21,380,4154,59147.01,27210.85,245696679.5,
26028,0,20040001,551-2,1,3,21,380,4154,34524.58,30444.48,143415105.3,
26029,0,20040001,551-2,1,3,21,380,4154,36258.18,19114.25,150616479.7,
26030,0,20040001,551-2,1,3,21,380,4154,44385.23,39253.31,184376245.4,
26032,0,20040001,292-7,1,3,21,470,4435,18688.51,22801.41,82883541.85,
26033,0,20040001,292-7,1,3,21,470,4435,51639.34,50177.93,229020472.9,
26034,0,20040001,292-7,1,3,21,470,4435,93580.31,77461.09,415028674.9,
26035,0,20040001,292-7,1,3,21,470,4435,23606.55,24099.12,104695049.3,
26037,0,20040001,425-1,1,2,21,560,4101,42058.99,21151.45,172483918,
26038,0,20040001,425-1,1,2,21,560,4101,10791.39,10689.83,44255490.39,
26039,0,20040001,425-1,1,2,21,560,4101,23645.9,14791.17,96971835.9,
26040,0,20040001,425-1,1,2,21,560,4101,18540.98,18815.13,76036558.98,
27001,0,20010139,603-A,2,2,22,640,2709,19077.65,16963.42,51681353.85,
27002,0,20010139,603-A,2,2,22,640,2709,39509.11,20109.67,107030179,
27003,0,20010139,603-A,2,2,22,640,2709,18395.31,12802.33,49832894.79,
27004,0,20010139,603-A,2,2,22,640,2709,25720.77,12793.51,69677565.93,
27005,0,20010139,603-A,2,2,22,640,2709,35122.71,12358.75,95147421.39,
27006,0,20020461,294-1,3,2,33,650,3030,22380.06,7260.99,67811581.8,
27007,0,20020461,294-1,3,2,33,650,3030,11202.65,7505.56,33944029.5,
27008,0,20020461,294-1,3,2,33,650,3030,29823.52,12411.9,90365265.6,
27010,0,20020461,294-1,3,2,33,650,3030,11890.98,4909.41,36029669.4,
27012,0,20020001,499-0,1,4,21,690,4180,42399.71,18970.25,177230787.8,
27013,0,20020001,499-0,1,4,21,690,4180,76484.97,27463.77,319707174.6,
27014,0,20020001,499-0,1,4,21,690,4180,27412.75,13900.29,114585295,
27015,0,20020001,499-0,1,4,21,690,4180,39767.73,23763.06,166229111.4,
27016,0,20020001,459-6,1,4,21,780,4138,116271.01,70543.5,481129439.4,
27017,0,20020001,459-6,1,4,21,780,4138,68238.42,51918.83,282370582,
27018,0,20020001,459-6,1,4,21,780,4138,82554.14,59033.67,341609031.3,
27019,0,20020001,459-6,1,4,21,780,4138,52299.85,35092.3,216416779.3,
27020,0,20020001,459-6,1,4,21,780,4138,190650.39,74961.87,788911313.8,
27023,0,20040001,292-7,1,3,21,430,3213,48130.42,34443.69,154643039.5,
27024,0,20040001,292-7,1,3,21,430,3213,31595.02,15962.79,101514799.3,
27025,0,20040001,292-7,1,3,21,430,3213,50522.43,34455.55,162328567.6,
27026,0,20040001,635-1,1,2,21,520,3594,18398.86,17657.34,66125502.84,
27027,0,20040001,635-1,1,2,21,520,3594,13159.17,11626.52,47294056.98,
27028,0,20040001,636-6,1,2,21,520,3594,13311.9,21935.1,47842968.6,
27029,0,20040001,636-6,1,2,21,520,3594,30793.58,28576.41,110672126.5,
27030,0,20040001,636-6,1,2,21,520,3594,19956.51,26614.74,71723696.94,
28001,0,20010139,603-A,2,2,22,640,2709,31193.89,14830.75,84504248.01,
28002,0,20010139,603-A,2,2,22,640,2709,40998.59,19306.09,111065180.3,
28003,0,20010139,603-A,2,2,22,640,2709,46124.99,38495.93,124952597.9,
28004,0,20010139,603-A,2,2,22,640,2709,40341.96,22677.25,109286369.6,
28005,0,20010139,603-A,2,2,22,640,2709,18831.51,13311.23,51014560.59,
28006,0,20020461,294-1,3,2,33,650,3030,75286.61,56566.22,228118428.3,
28007,0,20020461,294-1,3,2,33,650,3030,31871.24,31694.33,96569857.2,
28009,0,20020461,294-1,3,2,33,650,3030,23135.06,25708.74,70099231.8,
28010,0,20020461,294-1,3,2,33,650,3030,12737.89,11732.25,38595806.7,
28011,0,20020001,471-7,1,3,21,680,3303,25422.15,13733.52,83969361.45,
28012,0,20020001,471-7,1,3,21,680,3303,35769.6,37639.72,118146988.8,
28013,0,20020001,471-7,1,3,21,680,3303,85821.04,30058.22,283466895.1,
28014,0,20020001,471-7,1,3,21,680,3303,35741.2,23296.69,118053183.6,
28015,0,20020001,471-7,1,3,21,680,3303,23692.84,9121.61,78257450.52,
28016,0,20020001,291-8,1,2,21,770,3832,22474.75,15663.09,86123242,
28017,0,20020001,291-8,1,2,21,770,3832,16046.76,5382.06,61491184.32,
28018,0,20020001,291-8,1,2,21,770,3832,29742.27,19557.93,113972378.6,
28019,0,20020001,291-8,1,2,21,770,3832,33225.81,27129.14,127321303.9,
28020,0,20020001,291-8,1,2,21,770,3832,13159.17,8991.06,50425939.44,
28021,0,20040001,399-7,1,3,21,420,4772,13953.95,12490.77,66588249.4,
28022,0,20040001,399-7,1,3,21,420,4772,25508.13,18984.85,121724796.4,
28024,0,20040001,399-7,1,3,21,420,4772,301185.99,20175.21,1437259544,
28025,0,20040001,399-7,1,3,21,420,4772,22826.91,9779.87,108930014.5,
28026,0,20040001,053-0,1,4,21,510,6048,90489.13,59293.63,547278258.2,
28028,0,20040001,053-0,1,4,21,510,6048,207828.82,144542.43,1256948703,
28029,0,20040001,053-0,1,4,21,510,6048,249456.51,148598.15,1508712972,
29001,0,20010001,779-0,1,2,21,630,4860,22597.79,16046.73,109825259.4,
29002,0,20010001,779-0,1,2,21,630,4860,17479.3,13225.84,84949398,
29003,0,20010001,779-0,1,2,21,630,4860,9108.86,11091.36,44269059.6,
29004,0,20010001,779-0,1,2,21,630,4860,14673.91,11181.29,71315202.6,
29006,0,20010139,755-5,2,3,22,670,3274,32502.7,10911.8,106413839.8,
29007,0,20010139,755-5,2,3,22,670,3274,32523.83,13644.04,106483019.4,
29008,0,20010139,755-5,2,3,22,670,3274,17015.67,6058.23,55709303.58,
29009,0,20010139,755-5,2,3,22,670,3274,20985.25,13345.55,68705708.5,
29010,0,20010139,755-5,2,3,22,670,3274,43974.39,17995.34,143972152.9,
29011,0,20020001,424-2,1,4,21,740,3043,214436.33,75167.23,652529752.2,
29012,0,20020001,424-2,1,4,21,740,3043,131591.85,82972.32,400433999.6,
29013,0,20020001,424-2,1,4,21,740,3043,149776.45,80657.58,455769737.4,
29014,0,20020001,424-2,1,4,21,740,3043,99561.71,57309.59,302966283.5,
29015,0,20020001,424-2,1,4,21,740,3043,107450.89,52180.91,326973058.3,
29016,0,20040001,060-0,1,3,21,390,3663,49772.49,19792,182316630.9,
29017,0,20040001,060-0,1,3,21,390,3663,100697.27,28040.2,368854100,
29018,0,20040001,060-0,1,3,21,390,3663,277289.59,99053.69,1015711768,
29020,0,20040001,060-0,1,3,21,390,3663,124430.83,67679.46,455790130.3,
29021,0,20040001,670-3,1,4,21,480,3827,111655.83,29786.33,427306861.4,
29022,0,20040001,669-0,1,4,21,480,3827,112634.09,62366.15,431050662.4,
29024,0,20040001,669-0,1,4,21,480,3827,190894.96,68637.62,730555011.9,
29025,0,20040001,669-0,1,4,21,480,3827,130014,70450.83,497563578,
29026,0,20040001,526-4,1,4,21,570,4611,30736.32,21824.28,141725171.5,
29027,0,20040001,526-4,1,4,21,570,4611,68043.17,48355.77,313747056.9,
29028,0,20040001,526-4,1,4,21,570,4611,119253.11,45456.42,549876090.2,
29029,0,20040001,526-4,1,4,21,570,4611,118027.16,143393.39,544223234.8,
29030,0,20040001,526-4,1,4,21,570,4611,26629.72,16528.17,122789638.9,
31001,0,30010001,291-5,2,3,32,1020,1034,40699.22,29889.62,42082993.48,
31002,0,30010001,291-5,2,3,32,1020,1034,19306.43,18726.32,19962848.62,
31003,0,30010001,291-5,2,3,32,1020,1034,207988.5,126138.38,215060109,
31004,0,30010001,291-5,2,3,32,1020,1034,74177.19,62464.52,76699214.46,
31005,0,30010001,291-5,2,3,32,1020,1034,41869.56,31062.21,43293125.04,
31006,0,30010001,223-9,2,2,32,1060,819,60994.02,14728.38,49954102.38,
31007,0,30010001,223-9,2,2,32,1060,819,95917.91,95921.56,78556768.29,
31009,0,30010001,223-9,2,2,32,1060,819,53260.75,14528.66,43620554.25,
31011,0,30010742,252-5,4,1,34,1090,359,9454.83,6200.33,3394283.97,
31012,0,30011182,252-5,4,1,34,1090,359,10793.96,15115.97,3875031.64,
31013,0,30011398,252-5,4,1,34,1090,359,12329.1,8656.33,4426146.9,
31014,0,30010271,252-5,4,1,34,1090,359,5494.3,264.18,1972453.7,
31015,0,30010211,252-5,4,1,34,1090,359,1962.03,11452.47,704368.77,
31016,0,30010461,252-5,4,1,34,1090,359,53600.44,1849.38,19242557.96,
31017,0,30011055,252-5,4,1,34,1090,359,12285.22,3383.35,4410393.98,
31018,0,30019014,252-5,4,1,34,1090,359,6830.61,3623.45,2452188.99,
31019,0,30012785,252-5,4,1,34,1090,359,9959.31,3671.71,3575392.29,
31020,0,30012785,252-5,4,1,34,1090,359,8998.87,2024.64,3230594.33,
31021,0,30012773,252-5,4,1,34,1090,359,48989.64,25998.31,17587280.76,
31022,0,30011317,252-5,4,1,34,1090,359,11637.02,9035.38,4177690.18,
31025,0,30030001,227-1,1,3,31,860,841,37699.33,10820.21,31705136.53,
31026,0,30030001,227-1,1,3,31,860,841,17416.75,13820.8,14647486.75,
31027,0,30030001,227-1,1,3,31,860,841,27141.01,22536.66,22825589.41,
31028,0,30030001,376-3,1,3,31,950,684,34242.25,27975.83,23421699,
31029,0,30030001,376-3,1,3,31,950,684,42673.27,27918.13,29188516.68,
31030,0,30030001,376-3,1,3,31,950,684,63542.9,44086.9,43463343.6,
31031,0,30030001,376-3,1,3,31,950,684,14216.62,4710.53,9724168.08,
31033,0,30030003,323-1,3,2,33,1110,795,46486.82,38269.64,36957021.9,
31034,0,30030003,323-1,3,2,33,1110,795,175696.29,89212.17,139678550.6,
31035,0,30030003,323-1,3,2,33,1110,795,55058.29,26310.88,43771340.55,
31036,0,30030003,323-1,3,2,33,1110,795,26584.47,20317.64,21134653.65,
31037,0,30030003,323-1,3,2,33,1110,795,59873.63,22694.31,47599535.85,
32001,0,30010001,291-5,2,3,32,1020,1034,69393.4,18260.91,71752775.6,
32002,0,30010001,291-5,2,3,32,1020,1034,45296.62,19777.94,46836705.08,
32003,0,30010001,291-5,2,3,32,1020,1034,20543.47,15893.13,21241947.98,
32004,0,30010001,291-5,2,3,32,1020,1034,25923.9,19409.86,26805312.6,
32007,0,30010001,223-9,2,2,32,1060,819,8436.71,6008.78,6909665.49,
32008,0,30010001,223-9,2,2,32,1060,819,90476.71,29313.69,74100425.49,
32009,0,30010001,223-9,2,2,32,1060,819,16697.99,3674.96,13675653.81,
32010,0,30010001,223-9,2,2,32,1060,819,75551.7,30944.97,61876842.3,
32011,0,30011363,252-5,4,1,34,1090,359,23885.26,20127.82,8574808.34,
32013,0,30011363,252-5,4,1,34,1090,359,12356.09,11701.46,4435836.31,
32014,0,30011363,252-5,4,1,34,1090,359,16562.62,21356.94,5945980.58,
32015,0,30011363,252-5,4,1,34,1090,359,12368.24,8901.31,4440198.16,
32016,0,30011363,252-5,4,1,34,1090,359,12874.52,13908.49,4621952.68,
32017,0,30011363,252-5,4,1,34,1090,359,7773.12,0,2790550.08,
32019,0,30011363,252-5,4,1,34,1090,359,15189.16,20692.06,5452908.44,
32020,0,30020066,356-9,3,3,33,1050,904,80334.12,57406.9,72622044.48,
32021,0,30020066,356-9,3,3,33,1050,904,42475.45,18604.5,38397806.8,
32022,0,30020066,356-9,3,3,33,1050,904,17529.79,6997.82,15846930.16,
32023,0,30020066,356-9,3,3,33,1050,904,74024.34,20162.02,66918003.36,
32024,0,30020066,356-9,3,3,33,1050,904,27586.95,22658.95,24938602.8,
32025,0,30030001,211-0,1,2,31,850,633,60493.87,39207.9,38292619.71,
32026,0,30030001,211-0,1,2,31,850,633,40484.11,24737.69,25626441.63,
32027,0,30030001,211-0,1,2,31,850,633,38025.93,20640.6,24070413.69,
32028,0,30030001,211-0,1,2,31,850,633,19587.99,3390.9,12399197.67,
32029,0,30030001,211-0,1,2,31,850,633,218969,72150.01,138607377,
32030,0,30030001,332-0,1,4,31,940,1010,29812.96,28659.69,30111089.6,
32031,0,30030001,332-0,1,4,31,940,1010,102815.2,108674.91,103843352,
32033,0,30030001,332-0,1,4,31,940,1010,31059.77,31988.19,31370367.7,
32034,0,30030001,332-0,1,4,31,940,1010,146423.55,118142.8,147887785.5,
33001,0,30010001,213-5,2,3,32,1040,1322,86166.64,20736.35,113912298.1,
33002,0,30010001,213-5,2,3,32,1040,1322,51163.03,58630.96,67637525.66,
33003,0,30010001,213-5,2,3,32,1040,1322,45288.57,28009.56,59871489.54,
33004,0,30010001,213-5,2,3,32,1040,1322,17055.24,23623.3,22547027.28,
33005,0,30010001,213-5,2,3,32,1040,1322,41741.81,29870.82,55182672.82,
33006,0,30020066,288-0,3,2,33,1030,958,42181.59,63200.88,40409963.22,
33007,0,30020066,288-0,3,2,33,1030,958,38836.92,41830.37,37205769.36,
33008,0,30020066,288-0,3,2,33,1030,958,32497.18,23145.8,31132298.44,
33009,0,30020066,288-0,3,2,33,1030,958,33246.65,19697.89,31850290.7,
33010,0,30020066,288-0,3,2,33,1030,958,60901.46,10311.95,58343598.68,
33011,0,30020015,353-5,3,3,33,1100,457,52136.27,39028.06,23826275.39,
33012,0,30020015,353-5,3,3,33,1100,457,39930.31,33899.99,18248151.67,
33013,0,30020015,353-5,3,3,33,1100,457,112062.3,74690.64,51212471.1,
33014,0,30020015,353-5,3,3,33,1100,457,53429.41,20227.24,24417240.37,
33015,0,30020015,353-5,3,3,33,1100,457,34268.21,10283.07,15660571.97,
33016,0,30020015,353-5,3,3,33,1100,457,21999.04,15648.72,10053561.28,
33017,0,30020015,353-5,3,3,33,1100,457,27842.82,15484.9,12724168.74,
33018,0,30020015,353-5,3,3,33,1100,457,165439.76,90486.03,75605970.32,
33019,0,30020015,370-9,3,3,33,1100,457,136478.28,90855.71,62370573.96,
33020,0,30020015,370-9,3,3,33,1100,457,31534.7,16544.57,14411357.9,
33021,0,30030001,338-8,1,3,31,880,627,37047.68,18631.66,23228895.36,
33022,0,30030001,338-8,1,3,31,880,627,70668.26,47072.46,44308999.02,
33023,0,30030001,338-8,1,3,31,880,627,101399.86,27243.47,63577712.22,
33024,0,30030001,338-8,1,3,31,880,627,126269.46,17900.71,79170951.42,
33025,0,30030001,338-8,1,3,31,880,627,130598.71,48038.49,81885391.17,
33026,0,30030001,196-4,1,2,31,970,561,64728.16,22396.97,36312497.76,
33027,0,30030001,196-4,1,2,31,970,561,16078.18,8585.56,9019858.98,
33028,0,30030001,196-4,1,2,31,970,561,42396.54,18233.98,23784458.94,
33029,0,30030001,196-4,1,2,31,970,561,33805.21,18795.97,18964722.81,
33030,0,30030001,196-4,1,2,31,970,561,34804.3,30044.69,19525212.3,
33031,0,30030003,323-1,3,2,33,1110,795,10048.67,7711.27,7988692.65,
33032,0,30030003,323-1,3,2,33,1110,795,57965.08,39868.79,46082238.6,
33033,0,30030003,323-1,3,2,33,1110,795,80906.46,41879.25,64320635.7,
34001,0,30010001,291-5,2,3,32,1020,1034,38564.73,27228.86,39875930.82,
34002,0,30010001,291-5,2,3,32,1020,1034,26526.86,35209.53,27428773.24,
34003,0,30010001,291-5,2,3,32,1020,1034,26432.31,7844.94,27331008.54,
34004,0,30010001,291-5,2,3,32,1020,1034,44318.82,31246.02,45825659.88,
34005,0,30010001,291-5,2,3,32,1020,1034,45760.54,82695.5,47316398.36,
34006,0,30010001,223-9,2,2,32,1060,819,20497.62,14581.63,16787550.78,
34006,1,30010001,223-9,2,2,32,1060,819,47381.67,18584.91,38805587.73,
34007,0,30010001,223-9,2,2,32,1060,819,94315.56,120591.48,77244443.64,
34008,0,30010001,223-9,2,2,32,1060,819,25677.73,17417.09,21030060.87,
34009,0,30010001,223-9,2,2,32,1060,819,64352.42,42418.4,52704631.98,
34010,0,30010001,223-9,2,2,32,1060,819,24934.41,17162.8,20421281.79,
34011,0,30020066,356-9,3,3,33,1050,904,52131.14,40110.8,47126550.56,
34012,0,30020066,356-9,3,3,33,1050,904,31100.98,23459.89,28115285.92,
34014,0,30020066,356-9,3,3,33,1050,904,57504.25,28956.13,51983842,
34015,0,30020066,356-9,3,3,33,1050,904,41311.65,29389.82,37345731.6,
34016,0,30030001,378-2,1,4,31,840,1570,52752.2,46842.75,82820954,
34017,0,30030001,378-2,1,4,31,840,1570,31791.85,17527.09,49913204.5,
34018,0,30030001,378-2,1,4,31,840,1570,174836.06,92771.56,274492614.2,
34019,0,30030001,378-2,1,4,31,840,1570,161360.63,38304.41,253336189.1,
34020,0,30030001,378-2,1,4,31,840,1570,16426.2,22860.82,25789134,
34021,0,30030001,342-4,1,3,31,930,843,27614.72,27389.16,23279208.96,
34022,0,30030001,342-4,1,3,31,930,843,44938.47,33066.85,37883130.21,
34025,0,30030001,342-4,1,3,31,930,843,27693.86,31627.11,23345923.98,
34026,0,30031321,259-1,4,2,34,1080,620,17852.45,40112.61,11068519,
34027,0,30039005,259-1,4,2,34,1080,620,21245.89,70505.07,13172451.8,
